"unaligned","aligned_unmapped","mapped_to_exon","mapped_to_intron","ambiguous_mapping","mapped_to_ERCC","mapped_to_MT","number_of_genes","total_count_per_cell","non_ERCC_percent","non_mt_percent","non_ribo_percent","batch","outliers","cell_number","cell_line_demuxlet","demuxlet_cls"
"p1_I12",18530,6035,48818,19703,1146,794,9267,4506,15069,0.982546950041445,0.907824008953597,0.984470778106856,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","DBL"
"p1_I13",33506,16476,155217,31852,3573,642,47199,6647,35283,0.994586627839303,0.896862511436991,0.981067091498146,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","SNG"
"p1_I14",21216,9562,101950,20696,2146,569,41841,5688,26653,0.991708250106289,0.895021198028357,0.983191016699427,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","DBL"
"p1_I15",11832,5146,46297,14756,1483,486,7658,4275,12829,0.985969287562578,0.899212720477658,0.987605434869877,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_I16",22490,10815,110839,16408,2825,711,39506,5668,26173,0.990906659156036,0.886906353537269,0.983303028577913,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_I18",18177,7795,82077,16029,1682,665,33619,5218,22120,0.989150089968739,0.88101265782956,0.986075503582503,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_I20",31350,18128,120475,38439,3785,669,8117,7005,35134,0.993567484205167,0.913929526693821,0.985000004269367,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_I21",28516,9481,134470,25424,2801,1016,67025,5577,27877,0.98884384941391,0.902105678192737,0.982207202278867,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_I22",77890,25620,309807,58889,10326,916,29156,10459,80751,0.996173421877602,0.906998055639311,0.980569778631871,"sc_Celseq2_5cl_p1","FALSE",2,"H2228","DBL"
"p1_I23",54577,29725,228927,58769,6553,685,35487,9183,59850,0.995973266333171,0.912030075035584,0.980334004956724,"sc_Celseq2_5cl_p1","FALSE",2,"H2228","DBL"
"p1_I24",65009,27425,268943,64534,7614,967,66007,9563,65340,0.99566880915279,0.902464034144098,0.980042702778895,"sc_Celseq2_5cl_p1","FALSE",2,"H838","DBL"
"p1_I3",38155,19701,165135,41045,4795,706,48097,7485,40418,0.994556880351686,0.890296402372632,0.985575489738362,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_I4",16334,14231,77166,18098,1902,541,25813,4632,18289,0.989392530488604,0.894253375857481,0.987587627761153,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_I5",55375,28754,287684,45362,5950,716,141477,8416,58703,0.996337495358612,0.886257942373259,0.981874694329984,"sc_Celseq2_5cl_p1","FALSE",1,"H838","DBL"
"p1_I6",23109,19109,75329,28115,2476,796,13200,5425,22080,0.989311593754841,0.890398550321377,0.983966945667144,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_I7",15916,8844,57888,15906,1712,711,7885,4959,17943,0.985565401000075,0.888535918804806,0.98361423194882,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_I8",75358,52180,291445,95820,8821,1080,64215,9762,69943,0.995739387644834,0.894614185709133,0.979840587358194,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","DBL"
"p1_J1",31770,10219,133823,18111,3098,770,62449,5047,26609,0.991844864146776,0.892667893985994,0.981547227799907,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_J11",33671,12749,167551,27102,4255,562,59471,6779,38453,0.994824850858236,0.880945569687425,0.98447429733069,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_J12",43323,24527,164181,48823,4640,512,37067,7870,41938,0.995803328485907,0.900662883089164,0.98504912369471,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_J13",19918,10604,72569,19018,2312,482,9146,6171,25119,0.992794298740876,0.899518292567571,0.982403367011678,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_J14",17675,11097,78178,19036,2073,224,13933,5700,24696,0.995910268466185,0.902939746961881,0.980806211205778,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","SNG"
"p1_J15",159107,50162,124931,62180,3673,876,13869,7134,34527,0.992440698296278,0.912763923621292,0.978914768466774,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_J16",147988,66408,678952,94580,14898,729,361093,10166,103400,0.997940038588207,0.892330754265732,0.982524082928039,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_J18",23229,15454,92059,33811,2361,420,16357,6441,28723,0.994255474360528,0.904780141035136,0.981199393796124,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","DBL"
"p1_J19",21733,11590,91200,21919,1939,588,33043,5207,21589,0.990736022515755,0.905044235071081,0.983231746152325,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_J2",12905,8821,54559,13650,1571,586,12667,4372,15524,0.986214892433513,0.890492140627099,0.983379938559689,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_J20",9367,7201,34973,11906,1033,303,5434,4712,14631,0.990909711577534,0.896110996585257,0.981818753455845,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_J21",15808,9118,60713,18039,1679,822,8482,4948,18038,0.985364230521475,0.894611375488074,0.980595974833144,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_J22",55851,23345,262360,53093,6374,554,95332,8924,58639,0.996623407459775,0.892938146814758,0.984429989524039,"sc_Celseq2_5cl_p1","FALSE",2,"H1975","DBL"
"p1_J23",29002,12915,118776,26567,2712,527,49911,5589,27695,0.993861707530651,0.889113558083007,0.98306518033393,"sc_Celseq2_5cl_p1","FALSE",2,"A549","DBL"
"p1_J24",42075,19410,190971,38744,5077,655,58512,7656,43476,0.995192749794095,0.892630416576357,0.98235785666624,"sc_Celseq2_5cl_p1","FALSE",2,"H1975","DBL"
"p1_J3",25799,5785,116556,17702,2900,623,49495,5108,23218,0.990998362911966,0.88289258296025,0.984279014437499,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_J4",15157,6961,51782,15970,1534,463,9638,5220,17719,0.9901800321744,0.900502285173823,0.985325929608934,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","DBL"
"p1_J5",121818,64493,380892,149132,11295,497,52260,12337,115337,0.998274621240515,0.899954047625657,0.983353045132694,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_J6",27526,16769,121817,22497,3438,660,34118,6497,30811,0.992859692644556,0.899191846775765,0.978513849432395,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_J7",24493,16884,80179,27364,2665,805,9093,5627,22351,0.98935170641611,0.901525658403863,0.981029492626955,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_J8",36097,22992,165353,35963,4011,698,51133,6808,37269,0.993801818939654,0.884756768122365,0.983605413720407,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_J9",34571,32986,153987,34773,4130,637,63843,6499,34359,0.993597019414535,0.896213510027587,0.982216891580986,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_K10",41934,24563,188391,50546,4356,824,54874,7409,41174,0.993806771022051,0.899451109705287,0.982561572215094,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","SNG"
"p1_K11",37784,15457,102966,22939,2528,690,38053,5550,25310,0.990675621892266,0.888660608104046,0.981666937310574,"sc_Celseq2_5cl_p1","FALSE",1,"H838","DBL"
"p1_K12",30567,13341,155297,27141,3554,768,65384,6439,34131,0.993495648825556,0.881691130971348,0.98485219159937,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_K13",29342,15906,133653,18638,3682,645,49356,6010,31299,0.992715421900791,0.877791622455097,0.985206880345417,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_K15",22726,7116,99014,19153,2055,757,42942,4753,21279,0.989332204995849,0.882795243722546,0.985431183123651,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_K18",48226,30560,154174,52819,4888,1079,18923,7832,41741,0.993339881413157,0.900649241536942,0.981097486620472,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_K20",48898,23532,201394,39024,4784,948,102615,6390,36333,0.992541215701279,0.874329122044882,0.984696836292947,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_K21",32173,17162,126299,36125,3797,784,11165,7358,37185,0.992658329704811,0.91082425684797,0.980986693293884,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","DBL"
"p1_K22",72064,36316,332987,75500,9443,1046,107512,9361,73526,0.995906209912697,0.889100454140154,0.979857332119613,"sc_Celseq2_5cl_p1","FALSE",2,"A549","DBL"
"p1_K23",57657,19233,238815,47503,8341,960,35823,9459,66379,0.995435303183923,0.898085237665815,0.982569640613803,"sc_Celseq2_5cl_p1","FALSE",2,"H1975","DBL"
"p1_K24",80732,35351,372310,59995,9532,918,144356,9254,74957,0.996197819950612,0.890523900250741,0.982349749543105,"sc_Celseq2_5cl_p1","FALSE",2,"H838","SNG"
"p1_K3",35135,14105,163200,28956,3748,996,63512,6604,33325,0.990307576597057,0.891552887954523,0.983465571353167,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_K4",22437,14905,92689,27302,3275,1129,8249,6030,26149,0.987532983675271,0.894680484571234,0.979922375646344,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_K7",40902,29681,175181,49403,5383,1013,21684,7886,47033,0.993408882913399,0.910467118637878,0.97750494812048,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","SNG"
"p1_K8",33462,14360,161751,29706,3464,699,81277,5903,29469,0.99246665954309,0.873324510206208,0.986595749229445,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L1",24662,26565,109523,35824,2566,871,29834,6123,27042,0.989423858816129,0.883403594082019,0.984024486345505,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L10",32301,16490,146170,29173,3526,876,57773,6196,32857,0.991873877410636,0.892686489669572,0.982225710738743,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_L11",18781,11434,75129,22071,2435,781,11776,5188,20596,0.988784229467477,0.893280248158244,0.978587600219654,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L12",20693,8299,90305,19968,2020,518,34603,5231,22340,0.992524619072281,0.882273947680271,0.981825881009006,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_L13",40911,13083,211958,24712,4192,800,114745,6219,36778,0.993311218393248,0.874734895623814,0.987383493560418,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_L14",14613,7407,62179,14294,1769,932,13833,4095,14996,0.982128566963104,0.88943718265575,0.982327965905598,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L17",25695,10885,99139,29086,2845,974,22448,5711,24335,0.988165193758716,0.89813026468127,0.981918643140069,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L18",11232,6336,49028,11006,1302,435,14491,4313,15097,0.988143339081842,0.884877789703333,0.983704720338663,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_L19",33021,16952,134176,35651,4008,624,23187,7091,34621,0.994800843131394,0.914473873974041,0.981802668379692,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","SNG"
"p1_L2",30644,12759,137529,25694,3140,670,53144,6551,32324,0.992853606919672,0.886090830068652,0.98434569225786,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L20",26500,8586,129556,20800,2533,714,71759,4622,22586,0.990613654037628,0.872487381177505,0.986584173123097,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_L22",40237,20965,187374,41802,5391,701,48126,7597,44700,0.995078299553674,0.902550335368557,0.979597096287003,"sc_Celseq2_5cl_p1","FALSE",2,"HCC827","DBL"
"p1_L23",47896,19800,214353,45496,4676,979,82054,7442,43403,0.993640992329184,0.89627445086831,0.984770411084392,"sc_Celseq2_5cl_p1","FALSE",2,"A549","DBL"
"p1_L24",66875,26616,294171,50649,7522,764,125754,8485,55940,0.996138719879131,0.892724347355609,0.983178229678543,"sc_Celseq2_5cl_p1","FALSE",2,"H2228","DBL"
"p1_L4",18589,8418,78326,18258,2290,914,19829,5107,20610,0.987045123247431,0.898010673994172,0.982289673804137,"sc_Celseq2_5cl_p1","FALSE",1,"H838","DBL"
"p1_L5",31972,12941,160466,22923,3675,767,66823,6390,33060,0.992710223535175,0.9015124014212,0.985087421328669,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_L6",24867,18031,100075,26377,3165,882,18534,5910,25332,0.989223116615655,0.901507973748023,0.985235676126766,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L8",47138,29144,232180,50540,6424,822,94024,7606,45357,0.99464250259174,0.884890975839475,0.984897373085219,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_L9",55621,28585,264548,52460,5942,806,136067,7446,50147,0.994795301614295,0.882525375220347,0.982730575561733,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_M1",64081,46980,243862,80461,6169,883,69795,8524,53166,0.994677049054908,0.884945265604908,0.980983903061373,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_M10",29055,18770,117376,33258,2736,1069,26468,6408,28275,0.988647214504457,0.905428823729291,0.984721137145486,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_M11",21946,11214,92580,22452,2760,714,12074,6244,27751,0.99113545422106,0.893589419879071,0.980468818972715,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_M12",40117,16248,200935,34471,4266,1062,85264,6914,40977,0.992605607781779,0.90528833225827,0.981086711792783,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_M13",20113,14910,85060,21664,2025,797,25651,5243,21696,0.987232669161489,0.889933627908401,0.984697186256828,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_M15",23234,26539,88187,32291,3055,980,12911,5964,24479,0.987417786270919,0.887168593125876,0.980758617280683,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_M16",56898,32438,315305,59549,6101,765,135015,8808,57110,0.995394851865629,0.898213972877217,0.984731048024681,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_M2",35866,10993,174016,26864,3194,976,76895,6644,37212,0.991723099808738,0.892346554634971,0.984252127203019,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_M20",12775,8402,49216,16419,1360,696,7246,4264,13926,0.984561251626769,0.909880797853023,0.979605788018248,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_M22",51822,19538,207691,51763,5959,889,45652,8584,50060,0.995125848782436,0.893667598702823,0.981941473843093,"sc_Celseq2_5cl_p1","FALSE",2,"A549","DBL"
"p1_M23",47210,20358,222943,42884,5464,523,68740,8253,56015,0.996483084710081,0.896456306186476,0.982218873119901,"sc_Celseq2_5cl_p1","FALSE",2,"HCC827","SNG"
"p1_M24",55400,26238,243138,59981,8843,625,36534,9254,61750,0.996615384453989,0.891044534268657,0.985117249373725,"sc_Celseq2_5cl_p1","FALSE",2,"H1975","SNG"
"p1_M3",22321,9927,102191,21595,2551,931,29424,5708,24420,0.987919737515184,0.888697788333867,0.981981579860123,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_M4",42470,16843,234710,38847,4795,1337,103357,7379,44610,0.990988567363598,0.895718448577512,0.983613319073455,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_M5",24469,16489,97613,24418,2978,775,20803,6254,27372,0.990720443887651,0.897121145368581,0.978481302615336,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_M6",21869,17667,94474,25076,2449,989,21870,5645,24512,0.987230743722572,0.892093668043369,0.981478059122855,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_M7",27859,10550,136306,19274,2914,733,65762,5633,27146,0.990532674799038,0.876077506492272,0.984196204156707,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_M8",16572,7249,82833,15714,1566,561,42292,4688,21446,0.989928191275796,0.902545928889981,0.984705313482555,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_M9",16345,5849,67121,14274,1345,732,31530,3467,13297,0.98202602016844,0.895389936906528,0.986236755481119,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_N1",33216,16533,168225,26591,3044,932,76882,6187,32307,0.99093075773333,0.900702633825269,0.983316004792768,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_N10",24139,13645,102121,23729,2757,651,28891,6159,26757,0.991441491575497,0.895653473522572,0.982882616555437,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_N11",19577,10188,89213,17760,1973,681,35568,4745,20020,0.989360638866453,0.882617382176515,0.982317191649755,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_N13",21904,9107,79829,24418,2299,756,17983,5288,21229,0.988270761228381,0.90301003301945,0.982994496681663,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_N14",28633,8607,136475,18288,3173,690,55266,5823,28888,0.993145942608299,0.885246468815686,0.985253051352447,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_N15",27991,15871,121791,28625,3842,942,13140,6915,34214,0.991465481676663,0.904892733704071,0.977523534949572,"sc_Celseq2_5cl_p1","FALSE",1,"H838","DBL"
"p1_N16",23078,13550,108717,21163,2583,712,53753,4933,22657,0.989142427952005,0.887054772967712,0.983713208406581,"sc_Celseq2_5cl_p1","FALSE",1,"H838","DBL"
"p1_N17",39962,17804,177326,34292,4665,1009,76572,6605,35642,0.992424667248632,0.884770775802488,0.986308011248524,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_N18",17719,7486,68295,17540,1903,550,8314,5837,22022,0.99105439969528,0.900871855008232,0.981608854051015,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_N19",22755,13061,93576,25084,3145,674,9737,6398,28960,0.992230662640804,0.902555248307129,0.980835296672895,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_N2",18802,10939,83685,20087,2388,845,9848,5679,22997,0.98891159673483,0.906248640733031,0.981475417891282,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","DBL"
"p1_N20",24222,9161,67018,22485,2085,588,10479,5654,20171,0.989886470184975,0.898715977939261,0.986613957357614,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","DBL"
"p1_N22",30953,12281,141483,24944,3777,549,44562,6381,33667,0.994475301929345,0.883268482227918,0.98113850918154,"sc_Celseq2_5cl_p1","FALSE",2,"A549","DBL"
"p1_N23",47345,26419,209587,46613,6632,674,25273,8788,53355,0.996382719333449,0.906737887563164,0.985118360956169,"sc_Celseq2_5cl_p1","FALSE",2,"H1975","DBL"
"p1_N24",34266,14383,150103,33623,4596,637,20453,7496,40546,0.994623390471409,0.899373550806646,0.977580777985306,"sc_Celseq2_5cl_p1","FALSE",2,"A549","DBL"
"p1_N3",24792,12333,100798,24616,2405,688,28555,6310,27985,0.991102375918849,0.893764516386005,0.981632666917039,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_N4",31584,23916,124457,34007,3914,742,19019,6950,32712,0.992693812364669,0.899669845653072,0.981352108904344,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_N5",27688,14818,137161,23446,2723,601,61126,5781,28811,0.993370587277994,0.892193953388569,0.983894698589185,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","DBL"
"p1_N6",22860,10168,92432,23654,2924,815,20571,5442,22775,0.989857299236067,0.881536772390105,0.983885407734179,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_N7",22821,12948,92582,19307,2298,654,27831,5308,23514,0.991026622016234,0.890278131797959,0.986390666670636,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_N8",30298,14141,173620,27057,3817,884,89231,5434,30397,0.991380728035207,0.899595354508802,0.980227989529233,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","DBL"
"p1_N9",64406,30549,301122,59318,6682,865,121447,8244,55856,0.995076625430558,0.894926238739808,0.981702774687988,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","SNG"
"p1_O1",47529,27142,216655,57839,6564,795,36283,8962,54643,0.995424848380319,0.9009388209101,0.986219463386076,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_O10",51853,15478,257340,44192,4965,714,120701,7921,55059,0.995150656387666,0.892933035308863,0.980093902887102,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_O11",72748,28157,422407,51887,8580,985,225803,8880,66044,0.995351583641913,0.887696081265869,0.986039460656614,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_O13",16701,6148,83826,14115,1983,835,32956,4195,17587,0.985784954235637,0.883379768645375,0.983509988337984,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_O14",17861,7522,86219,16462,2007,497,29380,6245,26324,0.992402370083421,0.886985260261744,0.98165135175074,"sc_Celseq2_5cl_p1","FALSE",1,"H838","DBL"
"p1_O15",29719,8723,148285,22419,2794,899,79663,4948,27232,0.989460927956279,0.878819036105017,0.986265795290175,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_O16",63969,31127,279982,71242,9576,1321,31271,10130,73161,0.995038339963226,0.892934760201072,0.983255971999293,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","DBL"
"p1_O17",17990,7602,74805,20592,2308,647,9103,5877,23066,0.990765628634889,0.90704933629279,0.983525109024058,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_O18",26714,13677,111300,30095,3412,1207,11788,6633,31790,0.98955646398567,0.911670336297052,0.977225235223267,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","DBL"
"p1_O19",43854,11713,146414,26425,3914,1109,58553,5861,30541,0.989587766939659,0.888183097839566,0.984119385704664,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_O2",19477,11849,91519,20233,2470,862,27623,5530,23847,0.988887490674346,0.883926699004518,0.981967969988691,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_O20",24797,9118,112624,23248,2835,1218,27736,6028,28122,0.988300973974717,0.883863167312473,0.982148857780792,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_O21",28565,11284,116866,25886,3415,850,14460,6834,31314,0.990770900877955,0.8986076512427,0.98288274162268,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_O24",24503,11045,89515,24193,2681,239,14065,6665,28695,0.996689318349298,0.901028053353885,0.986059945614237,"sc_Celseq2_5cl_p1","FALSE",2,"H1975","DBL"
"p1_O4",34048,13213,169859,26496,3491,1184,74619,6333,33232,0.989618439759985,0.885351468197715,0.981824451786094,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_O5",48579,22963,204786,50637,7310,881,17943,8676,55471,0.995024426998788,0.90259775361854,0.979069968259096,"sc_Celseq2_5cl_p1","FALSE",1,"H838","SNG"
"p1_O6",24328,8729,116127,21131,2918,1066,43183,5548,26251,0.987581425093299,0.901070435068732,0.980457513825182,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_O7",32944,13369,144670,28194,4196,1020,16384,7385,37659,0.992166546909858,0.903582144798433,0.982925467238783,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_O8",52521,16416,263362,41877,6251,841,111352,7862,53640,0.995320656041141,0.88670768066989,0.981934939982301,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","DBL"
"p1_O9",44851,21259,208532,44569,5127,1242,92226,7025,39969,0.991468387752641,0.879256423508405,0.981810657807136,"sc_Celseq2_5cl_p1","FALSE",1,"A549","SNG"
"p1_P10",16480,4640,76290,13546,1960,698,15388,5378,21817,0.989091075313246,0.905853233301621,0.981206865652076,"sc_Celseq2_5cl_p1","FALSE",1,"H2228","SNG"
"p1_P14",30473,12377,154460,21595,3476,819,80885,5400,27066,0.992425921454066,0.873494420722126,0.986735761939052,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_P15",13922,6480,58150,12744,1728,830,9921,4915,18195,0.985380598524111,0.891014014349539,0.980103885625784,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_P16",19791,5693,81809,15302,1631,847,51889,3085,13281,0.98290791282064,0.882237782635165,0.991867335390908,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","DBL"
"p1_P19",29354,13862,129675,26017,4536,767,9803,6772,36237,0.993459723212887,0.908656897395298,0.977315733279319,"sc_Celseq2_5cl_p1","FALSE",1,"HCC827","SNG"
"p1_P22",26831,8995,136367,18706,4443,540,33118,6550,33388,0.994608841202046,0.884299748147748,0.982598244100202,"sc_Celseq2_5cl_p1","FALSE",2,"H1975","SNG"
"p1_P4",19671,6437,61704,13432,1556,740,18660,4412,16456,0.985354885157174,0.888125910981936,0.981343594224846,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_P5",24679,11794,102274,30651,2439,876,33433,5329,22659,0.988746193129111,0.905423892976114,0.988436829323082,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
"p1_P6",19840,6252,92237,14770,2100,595,44439,4802,20394,0.990536431798305,0.878787878356974,0.982249199642444,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_P7",16732,6870,68441,17120,1967,907,11449,5110,20072,0.986747707758695,0.890045834550595,0.981117486489893,"sc_Celseq2_5cl_p1","FALSE",1,"A549","DBL"
"p1_P8",20358,6304,117119,15489,1943,838,62945,4180,18851,0.987109436641499,0.883030077511522,0.982546823751088,"sc_Celseq2_5cl_p1","FALSE",1,"H838","DBL"
"p1_P9",36198,12429,179945,28423,5037,634,57018,7460,43576,0.994721865018652,0.881815678152695,0.98352281450275,"sc_Celseq2_5cl_p1","FALSE",1,"H1975","SNG"
